Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),AC System Output (W),Ambient Temperature (C),Wind Speed (m/s),Cell Temperature (C)
23,0,0,0,0,24.763,1,24.763
0,0,0,0,0,24.475,1,24.475
1,0,0,0,0,24.187,1,24.187
2,0,0,0,0,24.008,1,24.008
3,0,0,0,0,23.828,1,23.828
4,0,0,0,0,23.745,1,23.745
5,0,4,3.781,0,24.355,1,22.373
6,9,94,91.504,284.036,25.614,1,26.56
7,0,127,120.625,377.592,26.999,1,29.36
8,31,273,283.788,881.179,28.798,1,36.411
9,11,254,252.036,778.147,29.831,1,37.228
10,62,381,428.322,1296.025,30.242,1,42.749
11,62,451,499.348,1490.255,30.341,1,45.632
12,74,364,421.921,1271.652,30.117,1,43.47
13,486,317,719.391,2081.379,29.818,1,51.293
14,277,340,516.963,1527.915,29.418,1,46.402
15,251,285,388.81,1160.298,28.887,1,41.362
16,187,186,215.384,633.496,28.455,1,35.193
17,0,30,28.259,73.62,27.853,1,27.906
18,0,0,0,0,27.328,1,27.328
19,0,0,0,0,27.061,1,27.061
20,0,0,0,0,26.627,0,26.627
21,0,0,0,0,26.387,0,26.387
22,0,0,0,0,25.953,0,25.953
23,0,0,0,0,25.734,0,25.734
0,0,0,0,0,25.417,0,25.417
1,0,0,0,0,25.162,0,25.162
2,0,0,0,0,24.945,0,24.945
3,0,0,0,0,24.771,0,24.771
4,0,0,0,0,24.804,0,24.804
5,0,6,5.673,0,25.087,1,23.201
6,163,111,151.657,451.94,25.638,1,28.525
7,4,153,147.239,463.729,26.37,1,29.847
8,58,300,328.854,1023.752,27.188,1,36.269
9,7,242,237.167,739.288,27.948,1,35.071
10,59,378,422.78,1288.162,29.098,1,41.381
11,8,273,269.663,830.679,29.435,1,37.975
12,9,281,277.522,857.307,29.429,1,37.529
13,27,300,311.953,961.274,29.213,1,38.38
14,179,349,457.313,1380.308,28.909,1,42.52
15,586,177,450.513,1310.928,28.508,1,42.533
16,185,187,215.861,635.652,28.089,1,35.118
17,0,61,51.263,149.846,27.44,1,28.218
18,0,0,0,0,26.879,1,26.879
19,0,0,0,0,26.558,1,26.558
20,0,0,0,0,26.279,1,26.279
21,0,0,0,0,25.957,1,25.957
22,0,0,0,0,25.751,1,25.751
23,0,0,0,0,25.518,2,25.518
0,0,0,0,0,25.338,2,25.338
1,0,0,0,0,25.126,2,25.126
2,0,0,0,0,25.003,2,25.003
3,0,0,0,0,24.813,1,24.813
4,0,0,0,0,24.667,1,24.667
5,0,5,4.727,0,24.933,1,23.009
6,0,51,48.399,142.819,25.443,1,24.986
7,22,185,186.685,584.619,26.386,0,32.233
8,8,207,202.807,629.709,27.209,0,34.972
9,35,348,366.338,1111.488,28.052,0,41.864
10,104,411,502.305,1479.681,28.661,0,48.096
11,222,432,644.908,1843.708,29.164,0,53.861
12,348,399,720.036,2021.185,29.45,0,57.165
13,216,399,568.66,1631.957,29.324,0,52.892
14,16,278,275.339,829.291,29.022,0,42.292
15,10,224,216.319,672.759,28.537,1,34.792
16,0,95,89.529,274.396,27.872,1,29.884
17,0,31,29.071,76.989,27.042,1,26.458
18,0,0,0,0,26.452,2,26.452
19,0,0,0,0,26.097,2,26.097
20,0,0,0,0,25.827,2,25.827
21,0,0,0,0,25.622,1,25.622
22,0,0,0,0,25.433,1,25.433
23,0,0,0,0,25.22,1,25.22
0,0,0,0,0,25.015,1,25.015
1,0,0,0,0,24.852,1,24.852
2,0,0,0,0,24.69,1,24.69
3,0,0,0,0,24.52,1,24.52
4,0,0,0,0,24.399,1,24.399
5,0,7,6.619,2.264,24.86,0,21.818
6,0,70,66.493,202.652,26.259,0,26.056
7,8,165,160.656,504.087,27.639,1,31.166
8,236,290,451.163,1369.852,28.497,1,41.291
9,141,374,486.33,1481.473,28.95,2,41.522
10,91,443,517.048,1568.435,29.073,2,42.521
11,96,437,519.401,1590.279,28.714,3,40.721
12,268,415,661.714,2000.248,28.061,3,43.294
13,77,342,394.492,1225.951,27.771,3,37.264
14,319,347,553.279,1690.912,27.411,3,39.907
15,12,198,192.998,607.596,27.061,3,31.618
16,0,76,71.991,219.456,26.677,3,27.476
17,0,39,35.537,98.968,26.303,2,25.874
18,0,0,0,0,26.173,2,26.173
19,0,0,0,0,26.223,2,26.223
20,0,0,0,0,26.215,2,26.215
21,0,0,0,0,26.146,2,26.146
22,0,0,0,0,26.003,2,26.003
23,0,0,0,0,25.884,2,25.884
0,0,0,0,0,25.733,2,25.733
1,0,0,0,0,25.594,2,25.594
2,0,0,0,0,25.412,3,25.412
3,0,0,0,0,25.252,3,25.252
4,0,0,0,0,25.156,3,25.156
5,0,4,3.781,0,25.212,3,23.845
6,0,83,78.678,243.468,25.611,3,26.063
7,285,201,341.469,1059.154,26.193,3,33.05
8,80,272,318.08,1003.046,26.515,3,33.468
9,236,350,548.201,1682.87,27.866,3,40.067
10,51,322,361.124,1116.358,28.526,2,38.207
11,183,420,592.513,1789.788,28.464,2,43.443
12,36,269,294.616,914.101,28.764,2,36.875
13,605,275,781.176,2298.02,28.633,2,48.096
14,662,199,648.572,1912.099,28.451,2,46.035
15,290,274,399.88,1190.798,28.012,1,41.373
16,455,140,241.751,666.348,27.579,1,35.161
17,28,72,55.228,163.233,26.942,1,27.957
18,0,0,0,0,26.486,1,26.486
19,0,0,0,0,26.243,0,26.243
20,0,0,0,0,25.983,1,25.983
21,0,0,0,0,25.774,1,25.774
22,0,0,0,0,25.573,2,25.573
23,0,0,0,0,25.409,2,25.409
0,0,0,0,0,25.284,2,25.284
1,0,0,0,0,25.109,2,25.109
2,0,0,0,0,24.922,2,24.922
3,0,0,0,0,24.783,2,24.783
4,0,0,0,0,24.666,2,24.666
5,0,5,4.727,0,24.86,2,23.304
6,54,102,112.057,343.649,25.597,2,26.985
7,21,182,183.46,578.869,26.957,2,30.636
8,118,301,376.073,1168.025,27.901,2,36.851
9,22,312,317.387,991.956,28.618,3,35.661
10,19,308,313.432,978.146,29.124,3,35.941
11,55,394,437.846,1351.22,29.276,3,38.949
12,19,319,323.69,1007.78,29.165,3,36.506
13,12,306,302.609,946.386,28.808,3,35.385
14,45,302,320.247,1001.64,28.336,3,35.266
15,529,206,451.982,1343.969,27.846,2,39.158
16,0,75,71.057,214.564,27.262,2,29.063
17,11,75,59.508,178.533,26.523,1,26.81
18,0,0,0,0,26.038,1,26.038
19,0,0,0,0,25.83,0,25.83
20,0,0,0,0,25.717,0,25.717
21,0,0,0,0,25.524,0,25.524
22,0,0,0,0,25.216,0,25.216
23,0,0,0,0,25.043,0,25.043
0,0,0,0,0,24.743,0,24.743
1,0,0,0,0,24.476,0,24.476
2,0,0,0,0,24.345,0,24.345
3,0,0,0,0,24.177,0,24.177
4,0,0,0,0,24.137,0,24.137
5,0,3,2.835,0,25.027,2,23.425
6,0,55,52.205,155.34,25.588,2,25.355
7,0,119,113.09,354.893,26.271,1,28.176
8,3,180,173.624,549.87,26.683,2,30.099
9,2,211,203.326,639.704,27.084,1,32.437
10,8,281,277.035,866.054,27.409,1,35.171
11,106,384,483.073,1470.154,27.592,1,41.819
12,465,355,793.441,2296.881,27.646,1,51.48
13,343,358,640.097,1881.97,27.569,1,48.361
14,47,306,325.588,1001.999,27.354,1,38.51
15,0,103,97.884,298.561,26.999,0,32.018
16,0,64,60.779,181.916,26.622,0,27.704
17,0,23,21.805,53.3,26.077,0,24.584
18,0,0,0,0,25.542,1,25.542
19,0,0,0,0,25.14,1,25.14
20,0,0,0,0,24.784,1,24.784
21,0,0,0,0,24.469,1,24.469
22,0,0,0,0,24.191,1,24.191
23,0,0,0,0,23.957,1,23.957
0,0,0,0,0,23.898,1,23.898
1,0,0,0,0,23.845,1,23.845
2,0,0,0,0,23.862,1,23.862
3,0,0,0,0,23.795,0,23.795
4,0,0,0,0,23.715,0,23.715
5,0,3,2.835,0,24.031,0,20.761
6,50,98,107.286,328.825,24.965,0,26.789
7,0,122,115.937,361.702,26.087,0,29.606
8,24,258,265.253,823.029,26.826,0,36.333
9,33,355,372.33,1152.076,27.16,1,38.071
10,19,363,366.741,1132.271,27.294,1,38.506
11,45,379,413.807,1270.143,27.333,1,39.914
12,384,405,762.966,2266.831,27.204,2,46.591
13,628,275,802.66,2358.755,26.931,2,48.286
14,257,332,498.607,1518.902,26.649,2,40.593
15,14,185,181.893,572.592,26.305,2,31.168
16,285,209,259.564,768.674,25.885,2,31.776
17,0,66,54.178,161.435,25.32,2,25.987
18,0,0,0,0,24.943,2,24.943
19,0,0,0,0,24.737,2,24.737
20,0,0,0,0,24.553,2,24.553
21,0,0,0,0,24.379,1,24.379
22,0,0,0,0,24.247,1,24.247
23,0,0,0,0,24.188,1,24.188
0,0,0,0,0,24.043,1,24.043
1,0,0,0,0,23.943,1,23.943
2,0,0,0,0,23.795,1,23.795
3,0,0,0,0,23.655,1,23.655
4,0,0,0,0,23.539,1,23.539
5,0,2,1.89,0,23.861,1,21.795
6,3,85,81.42,253.304,24.558,1,25.126
7,488,147,398.716,1205.839,25.626,1,36.513
8,466,232,564.849,1683.706,27.55,1,44.645
9,676,202,789.847,2266.726,28.832,1,52.824
10,715,215,902.011,2530.204,29.383,1,57.196
11,650,262,903.741,2585.616,29.533,2,53.614
12,731,220,912.796,2610.165,29.328,2,53.638
13,39,269,292.789,903.347,28.86,2,37.899
14,493,275,607.435,1817.89,28.431,2,43.585
15,475,228,447.618,1330.222,27.884,2,39.946
16,39,168,164.237,507.711,27.332,2,31.584
17,0,48,42.188,120.867,26.452,2,26.514
18,0,0,0,0,25.875,2,25.875
19,0,0,0,0,25.566,2,25.566
20,0,0,0,0,25.304,2,25.304
21,0,0,0,0,25.035,2,25.035
22,0,0,0,0,24.776,2,24.776
23,0,0,0,0,24.751,1,24.751
0,0,0,0,0,24.721,1,24.721
1,0,0,0,0,24.67,1,24.67
2,0,0,0,0,24.538,1,24.538
3,0,0,0,0,24.409,1,24.409
4,0,0,0,0,24.306,1,24.306
5,0,2,1.89,0,24.593,1,22.561
6,67,101,115.477,352.257,25.528,1,27.234
7,206,209,309.847,952.917,27.056,1,35.415
8,567,200,608.313,1821.301,28.442,2,43.667
9,592,237,752.775,2207.662,29.179,2,48.815
10,320,374,678.37,2002.531,29.657,2,47.866
11,620,272,885.208,2540.76,30.026,2,53.038
12,419,370,767.24,2228.532,30.142,2,50.872
13,493,298,713.005,2087.389,30.012,2,49.101
14,667,199,654.62,1919.002,29.644,2,47.158
15,474,228,447.378,1321.342,28.971,2,41.161
16,0,82,77.54,234.637,28.172,2,30.152
17,136,86,62.858,188.83,27.249,1,27.706
18,0,0,0,0,26.609,1,26.609
19,0,0,0,0,26.162,1,26.162
20,0,0,0,0,25.78,1,25.78
21,0,0,0,0,25.419,1,25.419
22,0,0,0,0,25.067,1,25.067
23,0,0,0,0,24.82,1,24.82
0,0,0,0,0,24.565,1,24.565
1,0,0,0,0,24.392,1,24.392
2,0,0,0,0,24.187,1,24.187
3,0,0,0,0,24.07,1,24.07
4,0,0,0,0,24.006,1,24.006
5,0,1,0.945,0,24.519,1,22.452
6,0,79,74.942,230.653,25.909,1,26.315
7,242,205,325.113,994.591,27.577,1,36.223
8,596,180,610.384,1800.218,28.423,1,46.5
9,677,202,792.76,2313.812,29.055,2,49.676
10,700,220,894.934,2570.717,29.26,2,52.845
11,733,220,945.844,2693.313,29.368,2,54.442
12,683,236,885.43,2541.621,29.188,2,52.964
13,710,213,813.697,2355.661,29.179,2,51.065
14,666,198,653.451,1920.319,28.903,2,46.69
15,588,175,452.019,1310.77,28.374,1,43.259
16,0,60,56.968,167.383,27.649,1,29.764
17,0,61,50.931,149.874,26.864,1,26.817
18,0,0,0,0,26.585,1,26.585
19,0,0,0,0,26.254,1,26.254
20,0,0,0,0,25.687,1,25.687
21,0,0,0,0,25.283,2,25.283
22,0,0,0,0,24.948,2,24.948
23,0,0,0,0,24.695,3,24.695
0,0,0,0,0,24.607,3,24.607
1,0,0,0,0,24.763,4,24.763
2,0,0,0,0,24.847,4,24.847
3,0,0,0,0,24.876,4,24.876
4,0,0,0,0,24.726,5,24.726
5,0,1,0.945,0,24.878,5,23.724
6,0,70,66.494,203.057,25.526,5,25.673
7,45,201,215.401,685.196,26.284,5,29.463
8,22,226,233.45,744.58,26.868,6,30.257
9,340,319,616.012,1900.026,27.922,5,39.155
10,150,416,554.573,1711.989,28.475,5,39.141
11,65,407,461.901,1436.181,28.757,5,37.546
12,256,398,638.583,1956.567,28.62,5,40.658
13,652,223,775.61,2340.999,28.206,5,43.141
14,12,169,169.15,531.801,27.796,5,31.254
15,280,263,386.558,1189.779,27.377,4,34.795
16,65,180,181.173,562.016,26.589,4,30.039
17,0,55,46.955,137.416,25.611,4,25.71
18,0,0,0,0,24.892,4,24.892
19,0,0,0,0,24.47,5,24.47
20,0,0,0,0,24.117,5,24.117
21,0,0,0,0,23.938,5,23.938
22,0,0,0,0,23.808,5,23.808
23,0,0,0,0,23.688,6,23.688
0,0,0,0,0,23.636,6,23.636
1,0,0,0,0,23.571,6,23.571
2,0,0,0,0,23.55,6,23.55
3,0,0,0,0,23.518,6,23.518
4,0,0,0,0,23.502,6,23.502
5,0,1,0.945,0,23.724,6,22.671
6,190,106,156.654,469.467,24.383,6,26.093
7,40,197,209.116,669.009,25.382,6,28.238
8,25,278,283.278,905.573,26.371,6,30.617
9,100,368,448.562,1415.939,27.135,6,34.391
10,365,371,725.255,2225.733,28.012,6,40.326
11,365,396,755.829,2303.387,28.505,6,41.71
12,92,424,500.61,1556.868,28.784,6,37.587
13,108,404,487.094,1513.07,28.501,5,37.685
14,6,221,214.729,677.576,28.206,5,32.092
15,0,143,135.743,426.532,27.608,4,29.749
16,7,148,139.41,438.592,27.063,4,29.111
17,0,53,45.549,132.137,26.478,4,26.483
18,0,0,0,0,26.06,3,26.06
19,0,0,0,0,25.834,3,25.834
20,0,0,0,0,25.708,3,25.708
21,0,0,0,0,25.577,3,25.577
22,0,0,0,0,25.428,2,25.428
23,0,0,0,0,25.198,2,25.198
0,0,0,0,0,25.012,2,25.012
1,0,0,0,0,24.849,2,24.849
2,0,0,0,0,24.669,2,24.669
3,0,0,0,0,24.476,1,24.476
4,0,0,0,0,24.34,1,24.34
5,0,1,0.945,0,24.517,1,22.451
6,111,103,130.642,394.731,25.077,1,27.25
7,64,190,215.131,677.053,26.601,2,31.17
8,400,261,549.24,1665.306,28.059,2,41.524
9,379,331,662.925,1969.973,29.158,2,46.421
10,105,410,506.601,1532.122,29.386,2,43.086
11,44,472,506.219,1534.988,29.356,2,42.589
12,135,443,565.417,1702.727,29.281,2,43.996
13,231,398,588.883,1767.65,28.987,2,44.462
14,244,346,502.313,1518.25,28.827,2,42.207
15,437,233,433.492,1291.458,28.337,2,39.725
16,250,181,227.143,659.271,27.744,1,35.034
17,0,40,36.05,99.924,26.891,1,27.217
18,0,0,0,0,26.331,1,26.331
19,0,0,0,0,25.986,1,25.986
20,0,0,0,0,25.619,1,25.619
21,0,0,0,0,25.351,1,25.351
22,0,0,0,0,25.092,1,25.092
23,0,0,0,0,24.816,1,24.816
0,0,0,0,0,24.58,1,24.58
1,0,0,0,0,24.579,1,24.579
2,0,0,0,0,24.593,1,24.593
3,0,0,0,0,24.533,1,24.533
4,0,0,0,0,24.446,1,24.446
5,0,1,0.945,0,24.747,0,21.448
6,38,99,105.066,322.224,25.937,0,27.688
7,108,206,255.588,783.311,27.599,0,36.658
8,364,271,533.725,1558.602,29.025,0,48.781
9,221,365,555.563,1597.282,30.552,0,52.604
10,297,382,667.891,1875.188,31.582,0,57.149
11,627,269,894.474,2408.156,31.788,0,64.537
12,697,252,918.044,2453.371,31.239,0,65.752
13,671,215,785.743,2218.539,30.624,1,55.727
14,663,198,653.092,1875.046,30.086,1,51.11
15,185,281,356.732,1066.391,29.505,1,41.611
16,266,173,225.056,646.672,28.991,1,35.886
17,31,73,55.352,161.974,27.905,1,28.875
18,0,0,0,0,27.453,1,27.453
19,0,0,0,0,27.08,1,27.08
20,0,0,0,0,26.704,1,26.704
21,0,0,0,0,26.305,1,26.305
22,0,0,0,0,25.921,1,25.921
23,0,0,0,0,25.633,1,25.633
0,0,0,0,0,25.325,1,25.325
1,0,0,0,0,25.057,1,25.057
2,0,0,0,0,25.032,1,25.032
3,0,0,0,0,25.049,1,25.049
4,0,0,0,0,24.988,0,24.988
5,0,1,0.945,0,25.278,0,22.019
6,65,96,110.827,335.572,26.177,0,28.222
7,413,169,384.858,1139.608,27.718,0,41.509
8,472,227,569.56,1643.563,29.175,0,50.853
9,520,259,716.521,2072.436,29.505,1,51.477
10,664,225,871.12,2454.437,29.725,1,56.431
11,619,269,887.665,2487.171,29.757,1,57.458
12,490,342,811.604,2300.759,29.612,1,55.35
13,51,315,348.661,1054.538,29.776,1,42.309
14,18,239,240.233,741.777,29.529,1,36.855
15,583,174,449.272,1284.017,29.15,0,46.029
16,356,166,240.402,664.511,28.612,0,39.836
17,0,64,52.496,152.02,28.073,0,30.528
18,0,0,0,0,27.745,0,27.745
19,0,0,0,0,27.468,0,27.468
20,0,0,0,0,27.037,0,27.037
21,0,0,0,0,26.896,0,26.896
22,0,0,0,0,26.592,0,26.592
23,0,0,0,0,26.26,0,26.26
0,0,0,0,0,25.745,0,25.745
1,0,0,0,0,25.334,0,25.334
2,0,0,0,0,24.986,1,24.986
3,0,0,0,0,24.695,1,24.695
4,0,0,0,0,24.505,1,24.505
5,0,1,0.945,0,25.286,1,23.256
6,44,95,103.224,314.399,26.739,1,28.091
7,202,206,307.505,939.639,28.552,1,36.803
8,136,309,400.346,1189.647,29.912,0,45.58
9,153,392,519.726,1507.268,30.835,0,50.973
10,175,414,578.994,1652.636,31.425,0,54.092
11,373,412,782.689,2152.45,31.783,0,60.871
12,112,436,538.104,1531.918,31.636,0,54.503
13,312,346,607.462,1722.275,31.469,0,55.115
14,38,290,305.581,907.159,30.793,0,45.293
15,0,102,96.953,294.508,29.948,1,32.686
16,0,59,56.017,164.218,29.38,1,29.802
17,0,35,32.029,86.307,28.217,1,27.613
18,0,0,0,0,27.769,1,27.769
19,0,0,0,0,27.309,0,27.309
20,0,0,0,0,26.911,0,26.911
21,0,0,0,0,26.464,1,26.464
22,0,0,0,0,26.128,1,26.128
23,0,0,0,0,25.823,1,25.823
0,0,0,0,0,25.654,1,25.654
1,0,0,0,0,25.466,1,25.466
2,0,0,0,0,25.36,2,25.36
3,0,0,0,0,25.263,2,25.263
4,0,0,0,0,25.275,2,25.275
5,0,1,0.945,0,25.554,2,23.921
6,0,37,35.086,97.635,26.228,2,25.548
7,0,93,88.449,273.251,27.259,2,28.165
8,80,268,316.778,990.472,28.076,2,35.2
9,285,349,597.374,1801.307,28.659,2,43.628
10,637,239,861.312,2495.319,29.055,2,51.303
11,308,439,746.226,2184.221,29.307,2,49.487
12,35,262,288.481,890.516,29.383,2,37.808
13,402,367,704.269,2087.518,29.291,2,46.83
14,413,303,580.307,1728.766,29.014,2,44.676
15,120,273,317.191,972.645,28.485,2,37.139
16,0,80,75.669,229.473,27.831,2,29.332
17,0,56,47.292,137.711,26.907,2,26.828
18,0,0,0,0,26.333,2,26.333
19,0,0,0,0,25.925,2,25.925
20,0,0,0,0,25.543,2,25.543
21,0,0,0,0,25.263,2,25.263
22,0,0,0,0,25.016,2,25.016
23,0,0,0,0,24.857,2,24.857
0,0,0,0,0,24.781,2,24.781
1,0,0,0,0,24.662,2,24.662
2,0,0,0,0,24.485,2,24.485
3,0,0,0,0,24.398,2,24.398
4,0,0,0,0,24.288,2,24.288
5,0,1,0.945,0,24.368,1,22.294
6,0,67,63.635,194.146,24.99,1,24.991
7,142,207,275.516,864.262,25.969,2,31.904
8,83,298,348.329,1089.056,27,2,35.511
9,165,375,514.455,1574.837,27.658,2,40.642
10,172,417,580.128,1751.115,28.451,2,43.567
11,61,402,454.893,1389.874,28.811,2,40.971
12,36,350,376.227,1160.254,28.996,2,38.783
13,4,193,187.865,587.134,28.611,2,33.28
14,0,126,120.019,372.952,28.474,2,30.754
15,0,100,95.059,293.574,27.843,2,29.221
16,0,57,54.112,160.054,27.087,1,27.342
17,0,19,18.005,40.238,26.326,2,25.365
18,0,0,0,0,25.805,2,25.805
19,0,0,0,0,25.431,2,25.431
20,0,0,0,0,25.107,2,25.107
21,0,0,0,0,24.823,2,24.823
22,0,0,0,0,24.542,2,24.542
23,0,0,0,0,24.252,1,24.252
0,0,0,0,0,24.079,1,24.079
1,0,0,0,0,23.997,1,23.997
2,0,0,0,0,23.994,1,23.994
3,0,0,0,0,23.937,1,23.937
4,0,0,0,0,23.898,1,23.898
5,0,0,0,0,24.31,1,24.31
6,0,50,47.446,139.725,25.347,1,24.832
7,0,117,111.272,348.798,26.389,1,28.216
8,2,173,166.488,524.423,26.991,1,30.897
9,2,244,235.48,738.88,27.419,1,33.74
10,18,304,309.689,963.354,27.644,1,36.544
11,4,237,231.648,727.659,27.85,2,33.443
12,8,256,253.296,796.003,27.85,2,33.764
13,4,280,271.713,853.449,27.688,2,34.148
14,19,301,300.654,942.809,27.448,2,34.715
15,22,252,249.49,783.994,27.143,2,33.164
16,0,126,117.997,369.438,26.712,2,29.091
17,0,19,18.006,40.262,26.048,2,25.289
18,0,0,0,0,25.645,2,25.645
19,0,0,0,0,25.342,2,25.342
20,0,0,0,0,25.077,2,25.077
21,0,0,0,0,24.817,2,24.817
22,0,0,0,0,24.609,2,24.609
23,0,0,0,0,24.427,2,24.427
0,0,0,0,0,24.23,2,24.23
1,0,0,0,0,24.026,2,24.026
2,0,0,0,0,23.895,2,23.895
3,0,0,0,0,23.755,2,23.755
4,0,0,0,0,23.628,3,23.628
5,0,0,0,0,23.77,3,23.77
6,22,86,88.473,273.773,24.345,3,24.988
7,201,204,306.73,963.099,25.362,3,31.42
8,497,223,587.972,1801.273,26.335,3,39.422
9,652,193,772.926,2313.04,27.072,3,44.969
10,578,294,861.58,2541.161,27.661,3,47.929
11,96,379,473.511,1452.303,28.514,3,40.278
12,175,437,600.444,1817.655,29.28,3,43.018
13,251,390,601.186,1811.822,29.651,3,43.693
14,115,351,417.954,1284.127,29.281,3,39.172
15,138,283,335.641,1034.217,28.571,3,36.136
16,57,170,170.966,527.665,27.43,3,30.942
17,0,49,42.353,121.515,26.346,3,26.373
18,0,0,0,0,25.751,3,25.751
19,0,0,0,0,25.26,3,25.26
20,0,0,0,0,24.879,2,24.879
21,0,0,0,0,24.566,2,24.566
22,0,0,0,0,24.332,2,24.332
23,0,0,0,0,24.132,2,24.132
0,0,0,0,0,23.911,2,23.911
1,0,0,0,0,23.799,2,23.799
2,0,0,0,0,23.709,2,23.709
3,0,0,0,0,23.695,2,23.695
4,0,0,0,0,23.6,2,23.6
5,0,0,0,0,23.953,2,23.953
6,0,48,45.543,133.384,25.163,2,24.725
7,0,120,114.141,358.05,26.742,2,28.354
8,5,194,188.852,594.944,27.847,2,31.697
9,3,247,239.339,750.898,28.414,2,33.839
10,29,361,381.891,1181.119,28.975,2,38.254
11,20,329,336.899,1043.079,29.172,2,37.731
12,4,258,251.528,783.982,29.152,2,35.368
13,11,282,279.662,872.544,28.902,2,35.581
14,10,259,254.3,795.889,28.418,2,34.516
15,9,208,201.815,633.612,27.901,2,32.539
16,0,126,118.041,367.918,27.163,1,29.983
17,0,20,18.958,43.378,26.393,1,25.597
18,0,0,0,0,25.962,1,25.962
19,0,0,0,0,25.637,1,25.637
20,0,0,0,0,25.325,1,25.325
21,0,0,0,0,25.097,1,25.097
22,0,0,0,0,24.907,1,24.907
23,0,0,0,0,24.714,1,24.714
0,0,0,0,0,24.59,1,24.59
1,0,0,0,0,24.619,1,24.619
2,0,0,0,0,24.577,1,24.577
3,0,0,0,0,24.442,2,24.442
4,0,0,0,0,24.259,2,24.259
5,0,0,0,0,24.487,2,24.487
6,95,109,132.923,405.345,25.402,2,27.331
7,172,224,309.079,958.756,27.361,2,34.414
8,204,304,447.436,1368.843,28.859,2,40.022
9,259,356,585.015,1755.378,29.563,2,44.594
10,133,417,544.562,1637.76,29.818,2,44.235
11,92,434,518.626,1567.34,29.61,2,43.264
12,102,470,558.986,1684.321,29.296,2,43.887
13,85,422,484.071,1472.659,28.978,2,41.81
14,97,349,404.179,1241.47,28.647,2,39.234
15,108,276,315.064,971.376,28.188,2,36.245
16,62,168,170.469,523.1,27.671,2,31.672
17,0,53,44.967,129.746,26.934,2,27.107
18,0,0,0,0,26.507,2,26.507
19,0,0,0,0,26.143,2,26.143
20,0,0,0,0,25.807,2,25.807
21,0,0,0,0,25.369,2,25.369
22,0,0,0,0,25.051,2,25.051
23,0,0,0,0,25.042,2,25.042
0,0,0,0,0,24.951,2,24.951
1,0,0,0,0,24.658,2,24.658
2,0,0,0,0,24.318,2,24.318
3,0,0,0,0,24.214,2,24.214
4,0,0,0,0,24.114,1,24.114
5,0,0,0,0,24.248,1,24.248
6,140,97,135.988,408.111,24.719,1,27.048
7,0,72,68.434,208.954,25.385,1,26.242
8,0,133,126.793,397.947,26.895,1,29.337
9,1,172,165.364,517.622,28.14,1,32.116
10,27,304,323.884,1000.376,29.056,1,38.086
11,110,437,546.474,1632.629,29.291,1,45.523
12,35,445,470.769,1413.86,29.38,1,44.347
13,37,410,431.994,1306.152,29.346,1,42.881
14,19,300,300.065,922.69,29.098,1,38.586
15,21,249,246.544,765.113,28.328,1,35.612
16,9,143,135.677,420.959,27.806,1,31.412
17,0,17,16.107,33.57,27.022,0,26.44
18,0,0,0,0,26.53,1,26.53
19,0,0,0,0,26.057,1,26.057
20,0,0,0,0,25.523,1,25.523
21,0,0,0,0,25.046,1,25.046
22,0,0,0,0,24.541,1,24.541
23,0,0,0,0,24.079,1,24.079
0,0,0,0,0,23.669,1,23.669
1,0,0,0,0,23.339,2,23.339
2,0,0,0,0,23.017,2,23.017
3,0,0,0,0,22.821,2,22.821
4,0,0,0,0,22.878,2,22.878
5,0,0,0,0,23.206,2,23.206
6,0,45,42.69,124.752,23.811,2,23.251
7,15,171,170.804,545.959,24.655,2,27.719
8,102,294,364.049,1146.402,25.559,2,34.142
9,423,319,699.334,2124.403,26.442,3,42.186
10,75,346,412.203,1284.299,26.958,3,36.947
11,29,323,346.058,1086.009,27.34,3,35.121
12,126,417,535.803,1652.151,27.358,3,39.343
13,433,350,721.41,2171.567,27.223,3,43.846
14,19,240,242.328,758.992,26.921,2,34.069
15,0,99,94.121,292.241,26.328,2,28.038
16,0,86,81.243,251.6,25.566,2,26.421
17,0,17,16.107,34.27,24.687,2,23.707
18,0,0,0,0,24.167,2,24.167
19,0,0,0,0,23.842,2,23.842
20,0,0,0,0,23.552,2,23.552
21,0,0,0,0,23.275,2,23.275
22,0,0,0,0,23.244,2,23.244
23,0,0,0,0,23.246,2,23.246
0,0,0,0,0,23.185,2,23.185
1,0,0,0,0,23.143,2,23.143
2,0,0,0,0,23.102,2,23.102
3,0,0,0,0,23.119,2,23.119
4,0,0,0,0,23.047,2,23.047
5,0,0,0,0,23.252,2,23.252
6,0,78,74.029,230.234,23.774,2,24.065
7,32,202,211.445,676.018,24.917,3,28.688
8,24,271,277.111,881.929,25.785,3,31.456
9,19,319,323.452,1022.212,26.582,3,33.505
10,41,365,398.405,1245.86,27.376,3,36.155
11,35,398,426.967,1328.016,27.742,3,37.358
12,26,301,319.496,1002.819,27.65,3,34.854
13,1,145,139.327,437.272,27.487,3,30.215
14,0,156,148.77,469.479,27.184,3,29.682
15,6,189,182.566,579.052,26.646,3,29.954
16,5,139,131.179,413.9,25.957,3,28.119
17,0,49,42.031,121.258,25.25,3,25.138
18,0,0,0,0,24.734,3,24.734
19,0,0,0,0,24.374,3,24.374
20,0,0,0,0,24.05,3,24.05
21,0,0,0,0,23.874,3,23.874
